Pipeline,hpso,Baseline,Visibility read rate,Image Spectral Fitting,IFFT,Reprojection Predict,Reprojection,Subtract Image Component,Phase Rotation Predict,Degrid,Visibility Weighting,Phase Rotation,Identify Component,Gridding Kernel Update,Subtract Visibility,Source Find,Correct,DFT,Solve,Flag,Average,Receive,Demix,FFT,Grid,Degridding Kernel Update
SinglePulse,hpso18,150000.0,0.000394716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SinglePulse_data,hpso18,150000.0,0.000394716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ingest,hpso22,150000.0,0.4337958912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010152151800686,0.000292148253257,0.000146130412343,0.59306998478112,0.0,0.0,0.0
Ingest_data,hpso22,150000.0,0.4337958912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RCAL,hpso22,150000.0,0.8675917824,0.0,0.013807968539663,0.008560916989811,0.001712183397962,0.0,0.02530476032,0.021843720178899,8.01565900335073e-05,0.02530476032,0.0,0.006338771641952,7.22993152e-05,0.0,0.0011567890432,0.608201020913371,0.00144628435712,0.0100857544704,0.0,0.0,0.0,0.002761593707932,0.021843720178899,0.006338771641952
RCAL_data,hpso22,150000.0,0.8675917824,0.0,0.02,0.02,0.004,0.0,0.08,8.19798330787996,0.96,0.08,0.0,0.121277397210987,0.468114285714286,0.0,0.468114285714286,0.468114285714286,0.468114285714286,0.468114285714286,0.0,0.0,0.0,0.004,8.19798330787996,0.121277397210987
FastImg,hpso22,150000.0,0.229909155727024,0.0,0.028215875879241,0.0,0.0,0.0,0.0,0.000344073164544,8.01407839937231e-06,0.0,0.0,6.06122037120152e-05,1.91590963105854e-05,0.0,7.66363852423414e-05,0.322342802380392,0.0,0.002672693935327,0.0,0.0,0.0,0.028215875879241,0.000344073164544,6.06122037120152e-05
FastImg_data,hpso22,150000.0,0.229909155727024,0.0,8e-05,0.0,0.0,0.0,0.0,0.327657307421784,0.0192,0.0,0.0,0.002638744779268,0.248097693859232,0.0,0.248097693859232,0.248097693859232,0.0,0.248097693859232,0.0,0.0,0.0,8e-05,0.327657307421784,0.002638744779268
ICAL,hpso22,150000.0,4.337958912,0.0,0.124271716856962,0.0770482529083,0.01540965058166,4.19635225e-05,0.22774284288,0.196593481610088,0.000721409310302,0.22774284288,0.000270297875303,0.057048944777568,0.0006506938368,1.875e-12,0.0104111013888,5.47380918822034,0.017352739742464,0.0907717902336,0.0,0.0,0.0,0.024854343371392,0.196593481610088,0.057048944777568
ICAL_data,hpso22,150000.0,4.337958912,0.0,0.18,0.18,0.036,0.00045,0.72,73.7818497709196,8.64,0.72,0.00045,1.09149657489888,0.468114285714286,9e-06,0.468114285714286,0.468114285714286,0.468114285714286,0.468114285714286,0.0,0.0,0.0,0.036,73.7818497709196,1.09149657489888
